CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13040.0,9.0,2.0,676.99,2,Occasionnel
13043.0,273.0,1.0,516.42,1,À risque
13044.0,291.0,1.0,560.47,1,À risque
13045.0,99.0,1.0,305.28000000000003,2,Occasionnel
13046.0,31.0,2.0,629.31,2,Occasionnel
13047.0,32.0,10.0,3237.54,3,Premium
13048.0,14.0,4.0,1819.41,0,Fidèle
13049.0,64.0,2.0,656.6800000000001,2,Occasionnel
13050.0,15.0,11.0,3691.7699999999995,3,Premium
13052.0,212.0,1.0,348.15000000000003,1,À risque
13055.0,78.0,3.0,1214.41,2,Occasionnel
13058.0,25.0,3.0,271.40000000000003,2,Occasionnel
13059.0,250.0,1.0,183.4,1,À risque
13060.0,254.0,1.0,307.53,1,À risque
13061.0,72.0,1.0,248.61,2,Occasionnel
13062.0,191.0,1.0,346.98,1,À risque
13064.0,13.0,4.0,1105.59,0,Fidèle
13065.0,328.0,1.0,205.86,1,À risque
13066.0,24.0,2.0,470.8,2,Occasionnel
13067.0,82.0,1.0,115.46000000000001,2,Occasionnel
13068.0,10.0,2.0,344.0,2,Occasionnel
13069.0,1.0,11.0,3691.7699999999995,3,Premium
13070.0,192.0,1.0,228.8,1,À risque
13072.0,267.0,1.0,177.15,1,À risque
13075.0,130.0,1.0,919.61,2,Occasionnel
13077.0,1.0,4.0,728.02,2,Occasionnel
13078.0,3.0,11.0,3691.7699999999995,3,Premium
13079.0,4.0,5.0,220.10000000000002,2,Occasionnel
13080.0,179.0,1.0,58.08,1,À risque
13081.0,12.0,11.0,3691.7699999999995,3,Premium
13082.0,126.0,9.0,3613.63,3,Premium
13083.0,4.0,2.0,303.75,2,Occasionnel
13085.0,158.0,2.0,416.08000000000004,1,À risque
13089.0,3.0,11.0,3691.7699999999995,3,Premium
13090.0,9.0,11.0,3691.7699999999995,3,Premium
13091.0,28.0,1.0,345.82,2,Occasionnel
13092.0,71.0,5.0,477.83,2,Occasionnel
13093.0,276.0,8.0,3691.7699999999995,3,Premium
13094.0,21.0,11.0,1927.3200000000002,3,Premium
13095.0,71.0,1.0,74.39999999999999,2,Occasionnel
13097.0,33.0,10.0,3691.7699999999995,3,Premium
13098.0,1.0,11.0,3691.7699999999995,3,Premium
13099.0,99.0,1.0,207.35999999999999,2,Occasionnel
13101.0,234.0,1.0,101.19,1,À risque
13102.0,1.0,11.0,3691.7699999999995,3,Premium
13103.0,40.0,1.0,243.94,2,Occasionnel
13104.0,3.0,6.0,1098.48,0,Fidèle
13106.0,133.0,1.0,76.5,2,Occasionnel
13107.0,44.0,4.0,1531.6200000000001,0,Fidèle
13108.0,328.0,1.0,350.06,1,À risque
13109.0,60.0,2.0,786.54,2,Occasionnel
13110.0,31.0,7.0,1488.67,0,Fidèle
13113.0,1.0,11.0,3691.7699999999995,3,Premium
13115.0,12.0,4.0,2294.78,0,Fidèle
13116.0,138.0,1.0,501.14,2,Occasionnel
13117.0,22.0,8.0,984.91,0,Fidèle
13118.0,20.0,5.0,1197.81,0,Fidèle
13120.0,239.0,1.0,30.599999999999998,1,À risque
13121.0,269.0,1.0,283.73,1,À risque
13122.0,94.0,2.0,922.39,2,Occasionnel
13124.0,90.0,3.0,3691.7699999999995,0,Fidèle
13126.0,5.0,8.0,2099.64,0,Fidèle
13127.0,78.0,1.0,259.17,2,Occasionnel
13130.0,94.0,1.0,64.0,2,Occasionnel
13131.0,23.0,3.0,1073.3,2,Occasionnel
13132.0,262.0,1.0,77.3,1,À risque
13133.0,274.0,2.0,109.8,1,À risque
13134.0,86.0,4.0,1793.58,0,Fidèle
13135.0,197.0,1.0,3096.0,0,Fidèle
13136.0,56.0,5.0,2607.61,0,Fidèle
13137.0,11.0,8.0,3603.29,3,Premium
13138.0,22.0,6.0,962.39,0,Fidèle
13139.0,16.0,7.0,3691.7699999999995,3,Premium
13140.0,108.0,3.0,422.47,2,Occasionnel
13141.0,85.0,5.0,2388.75,0,Fidèle
13142.0,19.0,1.0,307.09,2,Occasionnel
13144.0,328.0,1.0,110.95,1,À risque
13145.0,40.0,4.0,618.52,2,Occasionnel
13146.0,26.0,1.0,228.91,2,Occasionnel
13147.0,10.0,4.0,712.8000000000001,2,Occasionnel
13148.0,29.0,11.0,3683.26,3,Premium
13149.0,14.0,4.0,1676.06,0,Fidèle
13151.0,296.0,1.0,1257.8700000000001,1,À risque
13153.0,6.0,1.0,486.22,2,Occasionnel
13155.0,33.0,4.0,971.76,2,Occasionnel
13157.0,49.0,4.0,1741.22,0,Fidèle
13158.0,95.0,4.0,1201.06,0,Fidèle
13159.0,9.0,4.0,1429.35,0,Fidèle
13160.0,22.0,1.0,91.8,2,Occasionnel
13161.0,313.0,1.0,112.75,1,À risque
13162.0,122.0,4.0,1688.29,0,Fidèle
13165.0,46.0,2.0,1021.48,2,Occasionnel
13166.0,283.0,1.0,417.2,1,À risque
13167.0,19.0,4.0,791.33,2,Occasionnel
13168.0,36.0,4.0,1299.59,0,Fidèle
13169.0,64.0,2.0,712.88,2,Occasionnel
13170.0,27.0,1.0,108.81,2,Occasionnel
13171.0,22.0,3.0,468.41,2,Occasionnel
13173.0,4.0,2.0,353.65,2,Occasionnel
13174.0,16.0,3.0,2742.82,0,Fidèle
13176.0,46.0,1.0,481.49,2,Occasionnel
13177.0,65.0,1.0,282.45,2,Occasionnel
13178.0,26.0,11.0,3691.7699999999995,3,Premium
13182.0,45.0,1.0,121.18,2,Occasionnel
13183.0,8.0,9.0,3691.7699999999995,3,Premium
13184.0,15.0,10.0,1668.95,3,Premium
13185.0,268.0,1.0,71.4,1,À risque
13186.0,40.0,3.0,1575.89,0,Fidèle
13187.0,328.0,1.0,236.02,1,À risque
13188.0,11.0,1.0,114.60000000000001,2,Occasionnel
13189.0,19.0,2.0,260.68,2,Occasionnel
13192.0,95.0,2.0,911.94,2,Occasionnel
13193.0,61.0,1.0,112.08,2,Occasionnel
13194.0,136.0,1.0,60.7,2,Occasionnel
13196.0,11.0,4.0,1797.78,0,Fidèle
13198.0,10.0,6.0,3401.2400000000002,3,Premium
13199.0,4.0,11.0,3691.7699999999995,3,Premium
13200.0,19.0,4.0,870.09,2,Occasionnel
13203.0,10.0,4.0,869.46,2,Occasionnel
13207.0,15.0,2.0,250.26000000000002,2,Occasionnel
13208.0,59.0,6.0,1217.65,0,Fidèle
13209.0,30.0,8.0,3691.7699999999995,3,Premium
13210.0,94.0,1.0,353.48,2,Occasionnel
13211.0,10.0,3.0,1095.42,2,Occasionnel
13212.0,20.0,3.0,786.83,2,Occasionnel
13213.0,57.0,5.0,1520.58,0,Fidèle
13216.0,268.0,1.0,333.74,1,À risque
13217.0,122.0,3.0,533.98,2,Occasionnel
13218.0,127.0,1.0,62.63999999999999,2,Occasionnel
13220.0,78.0,4.0,819.2900000000001,2,Occasionnel
13221.0,240.0,2.0,847.41,1,À risque
13223.0,200.0,2.0,163.20000000000002,1,À risque
13224.0,60.0,2.0,2155.95,0,Fidèle
13225.0,3.0,7.0,3691.7699999999995,3,Premium
13226.0,273.0,1.0,108.21000000000001,1,À risque
13227.0,202.0,1.0,257.7,1,À risque
13228.0,81.0,1.0,358.0,2,Occasionnel
13229.0,226.0,1.0,160.95,1,À risque
13230.0,4.0,11.0,2755.63,3,Premium
13232.0,13.0,7.0,1328.35,0,Fidèle
13233.0,74.0,2.0,605.12,2,Occasionnel
13235.0,212.0,1.0,1031.07,1,À risque
13236.0,25.0,2.0,744.85,2,Occasionnel
13238.0,17.0,4.0,700.73,2,Occasionnel
13239.0,262.0,1.0,329.56,1,À risque
13240.0,96.0,4.0,663.65,2,Occasionnel
13242.0,112.0,3.0,270.40000000000003,2,Occasionnel
13243.0,203.0,1.0,585.12,1,À risque
13244.0,93.0,1.0,121.74000000000001,2,Occasionnel
13245.0,51.0,1.0,430.5,2,Occasionnel
13246.0,18.0,6.0,1961.52,0,Fidèle
13247.0,18.0,4.0,501.12,2,Occasionnel
13248.0,125.0,2.0,465.68,2,Occasionnel
13249.0,92.0,3.0,711.41,2,Occasionnel
13253.0,157.0,2.0,1030.4,1,À risque
13255.0,9.0,2.0,399.51,2,Occasionnel
13258.0,12.0,3.0,672.83,2,Occasionnel
13259.0,62.0,1.0,283.18,2,Occasionnel
13260.0,61.0,1.0,557.62,2,Occasionnel
13261.0,269.0,2.0,944.1,1,À risque
13262.0,263.0,1.0,200.29,1,À risque
13263.0,1.0,11.0,3691.7699999999995,3,Premium
13265.0,53.0,5.0,2092.66,0,Fidèle
13266.0,11.0,11.0,3691.7699999999995,3,Premium
13267.0,3.0,11.0,3691.7699999999995,3,Premium
13268.0,18.0,11.0,3174.75,3,Premium
13269.0,1.0,11.0,3691.7699999999995,3,Premium
13270.0,328.0,1.0,590.0,1,À risque
13271.0,37.0,1.0,211.49,2,Occasionnel
13272.0,31.0,2.0,276.56,2,Occasionnel
13273.0,113.0,1.0,138.98,2,Occasionnel
13276.0,64.0,2.0,590.9300000000001,2,Occasionnel
13277.0,16.0,4.0,258.4,2,Occasionnel
13278.0,41.0,1.0,542.73,2,Occasionnel
13279.0,78.0,1.0,137.75,2,Occasionnel
13280.0,122.0,3.0,798.46,2,Occasionnel
13282.0,18.0,3.0,1132.14,2,Occasionnel
13283.0,60.0,2.0,93.66,2,Occasionnel
13284.0,328.0,1.0,201.19,1,À risque
13285.0,23.0,4.0,2709.12,0,Fidèle
13291.0,156.0,1.0,361.11,1,À risque
13292.0,39.0,2.0,578.9399999999999,2,Occasionnel
13294.0,190.0,2.0,873.74,1,À risque
13295.0,328.0,1.0,201.20000000000002,1,À risque
13296.0,137.0,1.0,87.4,2,Occasionnel
13297.0,8.0,4.0,2089.85,0,Fidèle
13298.0,1.0,1.0,360.0,2,Occasionnel
13299.0,268.0,1.0,142.5,1,À risque
13300.0,169.0,1.0,371.89,1,À risque
13301.0,104.0,4.0,618.09,2,Occasionnel
13302.0,155.0,1.0,63.75,1,À risque
13304.0,328.0,1.0,300.42,1,À risque
13305.0,4.0,10.0,2000.86,3,Premium
13307.0,120.0,1.0,15.0,2,Occasionnel
13308.0,23.0,3.0,1385.51,0,Fidèle
13309.0,7.0,5.0,1456.79,0,Fidèle
13310.0,28.0,3.0,1132.03,2,Occasionnel
13311.0,4.0,2.0,598.57,2,Occasionnel
13313.0,22.0,5.0,1555.32,0,Fidèle
13314.0,2.0,3.0,775.94,2,Occasionnel
13316.0,37.0,4.0,3691.7699999999995,0,Fidèle
13317.0,66.0,6.0,2273.68,0,Fidèle
13318.0,1.0,3.0,640.76,2,Occasionnel
13319.0,5.0,11.0,3691.7699999999995,3,Premium
13320.0,78.0,4.0,1532.2,0,Fidèle
13321.0,72.0,2.0,567.36,2,Occasionnel
13322.0,17.0,1.0,199.48000000000002,2,Occasionnel
13323.0,3.0,5.0,787.85,0,Fidèle
13324.0,36.0,10.0,3691.7699999999995,3,Premium
13325.0,82.0,1.0,675.3,2,Occasionnel
13327.0,39.0,8.0,3627.77,3,Premium
13328.0,316.0,1.0,1308.48,1,À risque
13329.0,32.0,2.0,789.0,2,Occasionnel
13330.0,93.0,3.0,1140.93,2,Occasionnel
13332.0,14.0,1.0,350.9,2,Occasionnel
13334.0,82.0,3.0,3502.32,0,Fidèle
13336.0,77.0,1.0,795.12,2,Occasionnel
13338.0,158.0,1.0,487.02,1,À risque
13339.0,201.0,1.0,860.12,1,À risque
13340.0,45.0,7.0,3691.7699999999995,3,Premium
13341.0,261.0,1.0,775.85,1,À risque
13343.0,178.0,1.0,353.43,1,À risque
13344.0,68.0,3.0,2511.69,0,Fidèle
13345.0,288.0,1.0,389.5,1,À risque
13347.0,70.0,1.0,341.36,2,Occasionnel
13348.0,64.0,1.0,233.76,2,Occasionnel
13349.0,11.0,1.0,247.32,2,Occasionnel
13350.0,16.0,2.0,979.12,2,Occasionnel
13351.0,66.0,1.0,373.94,2,Occasionnel
13352.0,60.0,1.0,397.97999999999996,2,Occasionnel
13354.0,71.0,1.0,743.53,2,Occasionnel
13355.0,122.0,1.0,674.7,2,Occasionnel
13356.0,80.0,1.0,768.24,2,Occasionnel
13357.0,257.0,1.0,609.4,1,À risque
13358.0,269.0,1.0,439.03,1,À risque
13359.0,64.0,1.0,439.56,2,Occasionnel
13362.0,9.0,4.0,3090.7400000000002,0,Fidèle
13363.0,18.0,2.0,992.5,2,Occasionnel
13364.0,71.0,1.0,134.95999999999998,2,Occasionnel
13365.0,34.0,2.0,2225.37,0,Fidèle
13366.0,50.0,1.0,56.160000000000004,2,Occasionnel
13368.0,257.0,2.0,623.4,1,À risque
13369.0,328.0,1.0,308.28000000000003,1,À risque
13370.0,328.0,1.0,754.87,1,À risque
13372.0,90.0,1.0,378.64,2,Occasionnel
13373.0,61.0,3.0,3312.25,0,Fidèle
13375.0,89.0,1.0,778.65,2,Occasionnel
13376.0,99.0,3.0,1019.76,2,Occasionnel
13379.0,26.0,3.0,572.56,2,Occasionnel
13381.0,32.0,6.0,3639.31,3,Premium
13382.0,281.0,1.0,222.99,1,À risque
13384.0,31.0,7.0,3691.7699999999995,3,Premium
13385.0,328.0,1.0,534.57,1,À risque
13388.0,131.0,2.0,677.1,2,Occasionnel
13389.0,11.0,3.0,797.96,2,Occasionnel
13390.0,75.0,1.0,544.08,2,Occasionnel
13391.0,204.0,1.0,59.8,1,À risque
13394.0,2.0,8.0,2520.02,3,Premium
13395.0,185.0,1.0,307.72,1,À risque
13396.0,29.0,2.0,1360.99,2,Occasionnel
13397.0,73.0,5.0,1544.13,0,Fidèle
13398.0,192.0,1.0,457.34,1,À risque
13402.0,127.0,2.0,621.23,2,Occasionnel
13403.0,18.0,1.0,75.0,2,Occasionnel
13404.0,1.0,2.0,252.49,2,Occasionnel
13405.0,74.0,3.0,572.451,2,Occasionnel
13408.0,2.0,11.0,3691.7699999999995,3,Premium
13410.0,24.0,5.0,1003.06,0,Fidèle
13411.0,107.0,1.0,213.55,2,Occasionnel
13414.0,134.0,3.0,1390.5,2,Occasionnel
13416.0,44.0,2.0,712.5,2,Occasionnel
13417.0,5.0,2.0,640.83,2,Occasionnel
13418.0,12.0,11.0,3691.7699999999995,3,Premium
13419.0,64.0,1.0,221.06,2,Occasionnel
13420.0,150.0,2.0,159.85,1,À risque
13421.0,40.0,2.0,1833.71,0,Fidèle
13422.0,64.0,1.0,2626.3,0,Fidèle
13425.0,108.0,3.0,1624.21,0,Fidèle
13426.0,1.0,10.0,3641.32,3,Premium
13427.0,19.0,3.0,582.6,2,Occasionnel
13428.0,10.0,1.0,201.78,2,Occasionnel
13429.0,11.0,4.0,1006.8,2,Occasionnel
13430.0,19.0,2.0,679.45,2,Occasionnel
13431.0,67.0,2.0,1269.1,2,Occasionnel
13434.0,74.0,2.0,534.24,2,Occasionnel
13435.0,5.0,7.0,3691.7699999999995,3,Premium
13436.0,2.0,1.0,196.89,2,Occasionnel
13437.0,14.0,7.0,3408.06,3,Premium
13439.0,255.0,1.0,283.71,1,À risque
13441.0,92.0,1.0,296.64,2,Occasionnel
13447.0,23.0,3.0,1129.14,2,Occasionnel
13448.0,17.0,6.0,3534.69,3,Premium
13449.0,24.0,1.0,291.88,2,Occasionnel
13450.0,27.0,6.0,2043.7199999999998,0,Fidèle
13451.0,26.0,5.0,2898.2599999999998,0,Fidèle
13452.0,259.0,2.0,590.0,1,À risque
13453.0,166.0,2.0,356.97999999999996,1,À risque
13455.0,25.0,2.0,1058.34,2,Occasionnel
13456.0,18.0,6.0,1766.72,0,Fidèle
13458.0,7.0,11.0,3691.7699999999995,3,Premium
13460.0,29.0,2.0,183.44,2,Occasionnel
13461.0,39.0,3.0,1445.0,0,Fidèle
13462.0,253.0,1.0,151.5,1,À risque
13464.0,58.0,1.0,674.68,2,Occasionnel
13466.0,184.0,1.0,307.9,1,À risque
13467.0,11.0,2.0,1071.91,2,Occasionnel
13468.0,2.0,11.0,3691.7699999999995,3,Premium
13470.0,99.0,2.0,165.0,2,Occasionnel
13471.0,1.0,4.0,2501.84,0,Fidèle
13473.0,61.0,2.0,422.64,2,Occasionnel
13474.0,236.0,1.0,226.84,1,À risque
13475.0,191.0,4.0,1431.78,1,À risque
13476.0,179.0,2.0,1238.47,1,À risque
13477.0,38.0,6.0,1454.58,0,Fidèle
13479.0,201.0,2.0,300.95,1,À risque
13481.0,46.0,5.0,1804.56,0,Fidèle
13482.0,232.0,1.0,184.64,1,À risque
13483.0,66.0,1.0,140.34,2,Occasionnel
13484.0,241.0,1.0,313.8,1,À risque
13485.0,233.0,1.0,454.24,1,À risque
13486.0,78.0,3.0,1122.41,2,Occasionnel
13487.0,58.0,3.0,575.4,2,Occasionnel
13488.0,17.0,11.0,3691.7699999999995,3,Premium
13489.0,105.0,4.0,449.52,2,Occasionnel
13491.0,52.0,10.0,1215.82,0,Fidèle
13492.0,136.0,3.0,1269.84,2,Occasionnel
13493.0,275.0,2.0,618.63,1,À risque
13494.0,312.0,1.0,316.26000000000005,1,À risque
13495.0,8.0,5.0,2044.8700000000001,0,Fidèle
13496.0,11.0,2.0,653.33,2,Occasionnel
13497.0,283.0,2.0,348.05,1,À risque
13499.0,18.0,5.0,1159.11,0,Fidèle
13500.0,23.0,3.0,1166.77,2,Occasionnel
13501.0,288.0,1.0,1340.32,1,À risque
13502.0,17.0,3.0,292.0,2,Occasionnel
13503.0,71.0,1.0,216.85,2,Occasionnel
13504.0,64.0,1.0,295.93,2,Occasionnel
13505.0,73.0,4.0,3691.7699999999995,0,Fidèle
13506.0,316.0,2.0,458.52,1,À risque
13507.0,3.0,4.0,2479.16,0,Fidèle
13508.0,244.0,1.0,110.97,1,À risque
13509.0,9.0,7.0,979.72,0,Fidèle
13510.0,1.0,4.0,1791.56,0,Fidèle
13512.0,261.0,1.0,251.21,1,À risque
13513.0,127.0,1.0,205.1,2,Occasionnel
13514.0,74.0,1.0,152.20000000000002,2,Occasionnel
13515.0,73.0,4.0,891.12,2,Occasionnel
13516.0,21.0,3.0,1389.41,0,Fidèle
13517.0,60.0,3.0,2128.42,0,Fidèle
13518.0,86.0,1.0,627.16,2,Occasionnel
13519.0,78.0,1.0,122.75,2,Occasionnel
13520.0,59.0,6.0,3624.35,3,Premium
13521.0,1.0,3.0,1071.73,2,Occasionnel
13522.0,30.0,1.0,125.80000000000001,2,Occasionnel
13523.0,33.0,5.0,3691.7699999999995,0,Fidèle
13524.0,41.0,5.0,680.1800000000001,2,Occasionnel
13525.0,15.0,2.0,628.78,2,Occasionnel
13527.0,34.0,7.0,2242.36,0,Fidèle
13529.0,79.0,2.0,307.76,2,Occasionnel
13531.0,205.0,2.0,483.8,1,À risque
13532.0,34.0,1.0,210.31,2,Occasionnel
13533.0,183.0,3.0,269.09,1,À risque
13534.0,2.0,11.0,3691.7699999999995,3,Premium
13536.0,1.0,7.0,3444.39,3,Premium
13538.0,43.0,7.0,1280.85,0,Fidèle
13539.0,86.0,3.0,631.34,2,Occasionnel
13544.0,40.0,2.0,276.06,2,Occasionnel
13546.0,12.0,3.0,621.09,2,Occasionnel
13548.0,96.0,2.0,678.16,2,Occasionnel
13549.0,26.0,7.0,918.2,0,Fidèle
13551.0,319.0,1.0,91.80000000000001,1,À risque
13552.0,66.0,11.0,3691.7699999999995,3,Premium
13555.0,74.0,4.0,3691.7699999999995,0,Fidèle
13557.0,28.0,2.0,584.06,2,Occasionnel
13558.0,6.0,4.0,594.52,2,Occasionnel
13560.0,7.0,1.0,171.42000000000002,2,Occasionnel
13561.0,216.0,1.0,141.85999999999999,1,À risque
13562.0,82.0,3.0,1799.33,0,Fidèle
13563.0,84.0,2.0,777.53,2,Occasionnel
13564.0,144.0,3.0,1724.67,0,Fidèle
13565.0,19.0,2.0,240.22,2,Occasionnel
13566.0,41.0,2.0,856.84,2,Occasionnel
13568.0,173.0,1.0,187.05,1,À risque
13569.0,17.0,2.0,338.62,2,Occasionnel
13570.0,243.0,1.0,239.49,1,À risque
13571.0,13.0,11.0,2088.94,3,Premium
13572.0,206.0,1.0,1384.25,1,À risque
13573.0,50.0,2.0,290.25,2,Occasionnel
13575.0,23.0,5.0,732.0699999999999,2,Occasionnel
13576.0,10.0,11.0,3691.7699999999995,3,Premium
13577.0,25.0,4.0,1687.6000000000001,0,Fidèle
13579.0,15.0,2.0,467.04,2,Occasionnel
13581.0,309.0,1.0,118.0,1,À risque
13583.0,156.0,1.0,781.03,1,À risque
13584.0,307.0,1.0,142.4,1,À risque
13587.0,64.0,1.0,712.4,2,Occasionnel
13588.0,16.0,9.0,2478.95,3,Premium
13589.0,15.0,2.0,379.65,2,Occasionnel
13590.0,11.0,6.0,1981.92,0,Fidèle
13591.0,65.0,3.0,1117.13,2,Occasionnel
13592.0,36.0,4.0,247.95999999999998,2,Occasionnel
13593.0,108.0,5.0,2011.88,0,Fidèle
13594.0,53.0,1.0,396.97,2,Occasionnel
13596.0,6.0,2.0,664.11,2,Occasionnel
13598.0,47.0,1.0,160.04,2,Occasionnel
13599.0,1.0,11.0,3691.7699999999995,3,Premium
13600.0,312.0,1.0,219.52,1,À risque
13601.0,45.0,2.0,693.32,2,Occasionnel
13602.0,65.0,1.0,428.89,2,Occasionnel
13603.0,26.0,1.0,164.34,2,Occasionnel
13606.0,29.0,3.0,276.75,2,Occasionnel
13607.0,40.0,1.0,675.51,2,Occasionnel
13610.0,12.0,7.0,1082.33,0,Fidèle
13611.0,89.0,3.0,1154.4,2,Occasionnel
13614.0,24.0,4.0,1585.46,0,Fidèle
13615.0,319.0,1.0,417.69,1,À risque
13617.0,40.0,3.0,544.18,2,Occasionnel
13618.0,174.0,1.0,177.34,1,À risque
13621.0,117.0,1.0,213.85,2,Occasionnel
13623.0,31.0,5.0,727.74,2,Occasionnel
13626.0,253.0,1.0,257.23,1,À risque
13627.0,59.0,5.0,1638.47,0,Fidèle
13629.0,23.0,11.0,3691.7699999999995,3,Premium
13630.0,5.0,7.0,2031.78,0,Fidèle
13631.0,100.0,11.0,3070.42,3,Premium
13632.0,25.0,5.0,2118.93,0,Fidèle
13634.0,33.0,5.0,1547.3600000000001,0,Fidèle
13635.0,68.0,1.0,1071.03,2,Occasionnel
13636.0,37.0,5.0,949.12,0,Fidèle
13637.0,52.0,3.0,804.3,2,Occasionnel
13638.0,16.0,1.0,122.64,2,Occasionnel
13639.0,74.0,1.0,1033.34,2,Occasionnel
13642.0,216.0,1.0,312.28,1,À risque
13643.0,31.0,3.0,519.44,2,Occasionnel
13644.0,16.0,4.0,2624.26,0,Fidèle
13645.0,120.0,1.0,252.1,2,Occasionnel
13647.0,10.0,4.0,1648.1200000000001,0,Fidèle
13649.0,257.0,2.0,346.6,1,À risque
13650.0,17.0,6.0,1836.34,0,Fidèle
13651.0,35.0,2.0,94.2,2,Occasionnel
13652.0,46.0,3.0,1095.08,2,Occasionnel
13654.0,43.0,6.0,2707.33,0,Fidèle
13655.0,114.0,2.0,932.97,2,Occasionnel
13656.0,165.0,2.0,379.65,1,À risque
13657.0,11.0,2.0,382.14,2,Occasionnel
13658.0,10.0,5.0,2639.17,0,Fidèle
13659.0,206.0,2.0,1563.0,1,À risque
13662.0,86.0,3.0,881.26,2,Occasionnel
13663.0,179.0,1.0,189.47,1,À risque
13666.0,60.0,3.0,84.65,2,Occasionnel
13667.0,149.0,1.0,299.05,1,À risque
13668.0,3.0,11.0,3691.7699999999995,3,Premium
13669.0,51.0,2.0,218.55,2,Occasionnel
13670.0,75.0,1.0,349.7,2,Occasionnel
13672.0,301.0,2.0,186.39000000000001,1,À risque
13673.0,19.0,2.0,387.44,2,Occasionnel
13675.0,151.0,2.0,486.82000000000005,2,Occasionnel
13678.0,152.0,1.0,232.6,1,À risque
13680.0,1.0,4.0,3691.7699999999995,0,Fidèle
13681.0,18.0,4.0,827.83,2,Occasionnel
13682.0,187.0,1.0,59.5,1,À risque
13684.0,286.0,1.0,65.13,1,À risque
13685.0,3.0,7.0,3119.44,3,Premium
13686.0,183.0,1.0,72.0,1,À risque
13689.0,63.0,1.0,910.0,2,Occasionnel
13690.0,59.0,1.0,172.25,2,Occasionnel
13692.0,25.0,3.0,1488.32,0,Fidèle
13694.0,4.0,11.0,3691.7699999999995,3,Premium
13695.0,31.0,11.0,2504.13,3,Premium
13697.0,39.0,1.0,151.29999999999998,2,Occasionnel
13699.0,155.0,1.0,308.58000000000004,1,À risque
13700.0,26.0,10.0,2248.63,3,Premium
13703.0,318.0,1.0,99.5,1,À risque
13704.0,5.0,9.0,2308.06,3,Premium
13705.0,8.0,3.0,711.86,2,Occasionnel
13706.0,303.0,1.0,330.79,1,À risque
13707.0,267.0,2.0,806.41,1,À risque
13708.0,271.0,1.0,285.33,1,À risque
13709.0,4.0,11.0,3691.7699999999995,3,Premium
13710.0,32.0,1.0,180.48,2,Occasionnel
13711.0,219.0,2.0,252.06,1,À risque
13712.0,247.0,1.0,228.84,1,À risque
13715.0,281.0,5.0,1077.39,1,À risque
13716.0,269.0,1.0,138.28,1,À risque
13717.0,32.0,6.0,1445.01,0,Fidèle
13718.0,246.0,2.0,306.55,1,À risque
13719.0,15.0,5.0,1041.68,0,Fidèle
13720.0,117.0,4.0,799.9,2,Occasionnel
13721.0,36.0,1.0,524.14,2,Occasionnel
13722.0,132.0,3.0,2375.41,0,Fidèle
13723.0,217.0,1.0,199.85000000000002,1,À risque
13725.0,50.0,8.0,1980.56,0,Fidèle
13726.0,39.0,2.0,1079.6599999999999,2,Occasionnel
13727.0,29.0,2.0,333.48,2,Occasionnel
13728.0,37.0,6.0,1016.14,0,Fidèle
13730.0,136.0,2.0,752.6,2,Occasionnel
13731.0,219.0,2.0,610.59,1,À risque
13732.0,28.0,1.0,491.86,2,Occasionnel
13735.0,25.0,4.0,2883.54,0,Fidèle
13736.0,5.0,2.0,729.8,2,Occasionnel
13737.0,200.0,1.0,339.59999999999997,1,À risque
13739.0,18.0,1.0,216.9,2,Occasionnel
13740.0,241.0,1.0,350.75,1,À risque
13741.0,72.0,3.0,668.4300000000001,2,Occasionnel
13742.0,17.0,11.0,3107.87,3,Premium
13743.0,3.0,7.0,1341.6,0,Fidèle
13744.0,95.0,2.0,1080.52,2,Occasionnel
13745.0,162.0,1.0,300.04,1,À risque
13747.0,328.0,1.0,79.6,1,À risque
13748.0,96.0,5.0,948.25,0,Fidèle
13750.0,54.0,5.0,1647.26,0,Fidèle
13751.0,288.0,1.0,296.25,1,À risque
13752.0,124.0,6.0,1175.38,0,Fidèle
13753.0,288.0,1.0,741.26,1,À risque
13754.0,152.0,2.0,282.59999999999997,1,À risque
13755.0,4.0,9.0,2108.06,3,Premium
13756.0,2.0,11.0,3691.7699999999995,3,Premium
13758.0,12.0,7.0,3190.55,3,Premium
13759.0,33.0,2.0,659.4100000000001,2,Occasionnel
13760.0,54.0,2.0,286.79,2,Occasionnel
13761.0,50.0,2.0,1070.65,2,Occasionnel
13762.0,219.0,1.0,306.72,1,À risque
13763.0,63.0,1.0,1714.96,2,Occasionnel
13764.0,71.0,3.0,1519.42,0,Fidèle
13767.0,2.0,11.0,3691.7699999999995,3,Premium
13769.0,2.0,10.0,2796.51,3,Premium
13771.0,64.0,4.0,2634.45,0,Fidèle
13772.0,34.0,3.0,1122.63,2,Occasionnel
13774.0,82.0,1.0,345.0,2,Occasionnel
13777.0,1.0,11.0,3691.7699999999995,3,Premium
13778.0,103.0,1.0,178.7,2,Occasionnel
13780.0,7.0,2.0,360.01,2,Occasionnel
13781.0,251.0,1.0,127.84,1,À risque
13782.0,13.0,6.0,908.86,0,Fidèle
13784.0,10.0,11.0,2462.79,3,Premium
13786.0,328.0,1.0,230.39999999999998,1,À risque
13787.0,76.0,2.0,309.04,2,Occasionnel
13790.0,4.0,1.0,348.8,2,Occasionnel
13791.0,128.0,2.0,1516.0,2,Occasionnel
